image_name,labeled_objects,image_path
image_548.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_548.jpg
image_570.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_570.jpg
image_619.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_619.jpg
image_525.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_525.jpg
image_653.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_653.jpg
image_574.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_574.jpg
image_593.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_593.jpg
image_607.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_607.jpg
image_545.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_545.jpg
image_588.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_588.jpg
image_531.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_531.jpg
image_613.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_613.jpg
image_627.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_627.jpg
image_528.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_528.jpg
image_676.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_676.jpg
image_678.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_678.jpg
image_681.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_681.jpg
image_541.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_541.jpg
image_1363.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1363.jpg
image_515.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_515.jpg
image_529.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_529.jpg
image_537.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_537.jpg
image_558.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_558.jpg
image_640.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_640.jpg
image_648.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_648.jpg
image_656.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_656.jpg
image_664.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_664.jpg
image_672.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_672.jpg
image_661.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_661.jpg
image_684.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_684.jpg
image_563.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_563.jpg
image_572.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_572.jpg
image_602.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_602.jpg
image_622.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_622.jpg
image_188.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_188.jpg
image_578.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_578.jpg
image_652.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_652.jpg
image_596.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_596.jpg
image_308.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_308.jpg
image_535.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_535.jpg
image_547.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_547.jpg
image_554.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_554.jpg
image_566.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_566.jpg
image_584.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_584.jpg
image_585.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_585.jpg
image_586.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_586.jpg
image_679.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_679.jpg
image_658.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_658.jpg
image_655.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_655.jpg
image_567.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_567.jpg
image_1592.jpg,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_1592.jpg
image_1499.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1499.jpg
image_2813.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_2813.jpg
image_576.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_576.jpg
image_591.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_591.jpg
image_657.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_657.jpg
image_662.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_662.jpg
image_636.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_636.jpg
image_633.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_633.jpg
image_687.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_687.jpg
image_609.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_609.jpg
image_321.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_321.jpg
image_666.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_666.jpg
image_674.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_674.jpg
image_654.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_654.jpg
image_1205.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1205.jpg
image_1580.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1580.jpg
image_2715.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_2715.jpg
image_303.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_303.jpg
image_309.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_309.jpg
image_324.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_324.jpg
image_517.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_517.jpg
image_520.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_520.jpg
image_521.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_521.jpg
image_522.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_522.jpg
image_523.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_523.jpg
image_530.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_530.jpg
image_534.JPG,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_534.JPG
image_536.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_536.jpg
image_543.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_543.jpg
image_544.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_544.jpg
image_546.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_546.jpg
image_551.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_551.jpg
image_556.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_556.jpg
image_557.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_557.jpg
image_564.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_564.jpg
image_565.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_565.jpg
image_569.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_569.jpg
image_573.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_573.jpg
image_581.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_581.jpg
image_582.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_582.jpg
image_583.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_583.jpg
image_594.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_594.jpg
image_597.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_597.jpg
image_598.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_598.jpg
image_601.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_601.jpg
image_604.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_604.jpg
image_605.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_605.jpg
image_610.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_610.jpg
image_611.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_611.jpg
image_616.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_616.jpg
image_617.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_617.jpg
image_618.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_618.jpg
image_621.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_621.jpg
image_624.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_624.jpg
image_626.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_626.jpg
image_632.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_632.jpg
image_641.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_641.jpg
image_645.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_645.jpg
image_646.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_646.jpg
image_651.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_651.jpg
image_659.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_659.jpg
image_660.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_660.jpg
image_663.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_663.jpg
image_665.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_665.jpg
image_667.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_667.jpg
image_670.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_670.jpg
image_675.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_675.jpg
image_685.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_685.jpg
image_688.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_688.jpg
image_568.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_568.jpg
image_2107.jpg,"['Animation','Politics']",C:\Users\arjit\models\research\object_detection\test_images2\image_2107.jpg
image_289.jpg,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_289.jpg
image_1087.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1087.jpg
image_1547.jpg,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_1547.jpg
image_635.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_635.jpg
image_1238.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_1238.jpg
image_1376.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_1376.jpg
image_524.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_524.jpg
image_614.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_614.jpg
image_2509.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_2509.jpg
image_1326.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_1326.jpg
image_1468.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_1468.jpg
image_2532.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_2532.jpg
image_409.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_409.jpg
image_117.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_117.jpg
image_2058.jpg,"['Animation','Politics']",C:\Users\arjit\models\research\object_detection\test_images2\image_2058.jpg
image_362.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_362.jpg
image_371.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_371.jpg
image_374.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_374.jpg
image_377.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_377.jpg
image_378.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_378.jpg
image_379.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_379.jpg
image_406.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_406.jpg
image_427.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_427.jpg
image_433.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_433.jpg
image_439.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_439.jpg
image_450.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_450.jpg
image_1306.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1306.jpg
image_2685.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2685.jpg
image_1441.jpg,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_1441.jpg
image_2726.jpg,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_2726.jpg
image_350.jpg,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_350.jpg
image_1213.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_1213.jpg
image_3.JPG,['Social'],C:\Users\arjit\models\research\object_detection\test_images2\image_3.JPG
image_12.jpg,['Politics'],C:\Users\arjit\models\research\object_detection\test_images2\image_12.jpg
image_539.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_539.jpg
image_1607.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1607.jpg
image_90.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_90.jpg
image_631.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_631.jpg
image_630.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_630.jpg
image_553.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_553.jpg
image_680.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_680.jpg
image_526.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_526.jpg
image_1313.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1313.jpg
image_559.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_559.jpg
image_577.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_577.jpg
image_603.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_603.jpg
image_606.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_606.jpg
image_634.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_634.jpg
image_669.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_669.jpg
image_8.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_8.jpg
image_538.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_538.jpg
image_2199.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2199.jpg
image_571.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_571.jpg
image_1084.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1084.jpg
image_540.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_540.jpg
image_638.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_638.jpg
image_2498.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2498.jpg
image_668.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_668.jpg
image_2230.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2230.jpg
image_2346.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_2346.jpg
image_2814.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2814.jpg
image_642.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_642.jpg
image_2820.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2820.jpg
image_2385.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_2385.jpg
image_2488.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2488.jpg
image_2047.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2047.jpg
image_833.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_833.jpg
image_1647.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1647.jpg
image_1703.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1703.jpg
image_1685.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1685.jpg
image_1543.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_1543.jpg
image_1700.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1700.jpg
image_2494.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2494.jpg
image_896.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_896.jpg
image_1485.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1485.jpg
image_1493.jpg,['Animation'],C:\Users\arjit\models\research\object_detection\test_images2\image_1493.jpg
image_1708.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1708.jpg
image_1715.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_1715.jpg
image_1976.jpg,['Politics'],C:\Users\arjit\models\research\object_detection\test_images2\image_1976.jpg
image_2210.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2210.jpg
image_2269.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2269.jpg
image_2449.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2449.jpg
image_2472.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_2472.jpg
image_555.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_555.jpg
image_650.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_650.jpg
image_532.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_532.jpg
image_612.jpg,['Animal'],C:\Users\arjit\models\research\object_detection\test_images2\image_612.jpg
image_100.jpg,['Fiction'],C:\Users\arjit\models\research\object_detection\test_images2\image_100.jpg
